회사ID,15_매출액,16_매출액,17_매출액,18_매출액,19_매출액,15_총급여,16_총급여,17_총급여,18_총급여,19_총급여,최대_직원수
238284,7862301.0,6349715.0,8949418.0,7626457.0,,117143111.11111112,845469333.3333335,914205333.3333334,842336000.0,,15
238384,,1415944.0,3548104.0,5974526.0,,,326709333.3333334,306346666.6666667,320349333.33333343,,5
238416,704281.0,391772.0,,414756.0,,83599555.55555555,426564888.88888884,,374473333.3333334,,19
238454,5865857.0,7102707.0,4415827.0,2387903.0,,95063555.55555555,613921333.3333334,572163555.5555557,568908888.8888888,,19
238510,,2458399.0,2474383.0,,,,402146222.2222222,520250222.2222224,,,15
238604,,1048287.0,,,,,767425333.3333331,,,,18
238647,5041635.0,5119626.0,,6142991.0,,141477777.7777778,614928444.4444444,,1045204888.8888888,,19
238673,1516419.0,4109675.0,6241553.0,8796957.0,,84320000.0,605168000.0,784675111.1111113,1322265333.3333333,,18
238810,3076049.0,4625996.0,,,,122931555.55555557,752598222.2222222,,,,18
238820,393262.0,926157.0,994968.0,,,42696000.0,564968000.0000001,452333333.3333334,,,18
239001,,39622955.0,,,,,612142666.6666667,,,,18
239027,3870893.0,1925969.0,,,,105183111.11111112,775082666.6666669,,,,18
239075,3387943.0,3534781.0,5524356.0,3962009.0,,64122666.66666667,437559555.5555555,374748444.44444454,420446222.2222223,,11
239100,,2271126.0,,967520.0,,,585372888.888889,,139985333.33333334,,18
239170,3172733.0,3955738.0,,,,118322666.66666667,743086666.6666667,,,,18
239211,,2700340.0,5752331.0,5547869.0,,,538389333.3333334,857784000.0000002,1078668000.0,,18
239248,,,,11328959.0,,,,,1107102666.6666667,,22
239283,9928587.0,8543932.0,13845068.0,,,59883555.55555556,1240013333.3333335,709592000.0000001,,,24
239339,21788610.0,18248310.0,,18798009.0,,116402666.66666667,899634222.2222223,,586319111.1111112,,17
239359,10979281.0,9038240.0,11711332.0,9539897.0,,177225777.7777778,1004727555.5555556,833516000.0000002,807598222.2222223,,17
239388,,,,1045021.0,,,,,402986666.6666667,,11
239427,,1822320.0,,,,,777279555.5555557,,,,17
239452,1323761.0,5700743.0,,4187294.0,,98873777.77777778,588252888.888889,,567746222.2222223,,17
239455,1652948.0,2037345.0,,1888773.0,,59674666.66666667,624598666.6666666,,870696444.4444443,,17
239575,,11170491.0,,12912739.0,,,972151555.5555558,,1071879555.5555556,,17
239735,,13325644.0,,,,,507097333.3333333,,,,13
239795,2619217.0,64962.0,,1953803.0,,97428444.44444445,459338666.6666666,,435852444.44444454,,17
239801,,690292.0,,,,,651769333.3333334,,,,17
239880,3279697.0,3011477.0,4075227.0,4136865.0,,89654222.22222222,576050666.6666666,645336888.8888888,734527999.9999999,,17
240001,,4725888.0,,6765848.0,,,689952000.0,,724429777.7777778,,17
240021,,,,4213307.0,,,,,807098666.6666669,,18
240035,3162411.0,2564967.0,4485207.0,,,177369777.7777778,1031272000.0,735906666.6666669,,,17
240054,,,,2671890.0,,,,,873170666.666667,,11
240074,15034544.0,26194103.0,26187791.0,29886653.0,,175326222.22222224,1051539555.5555556,1207089777.7777777,1070412444.4444445,,19
240088,1341604.0,,,880204.0,,138180444.44444445,,,895737777.7777779,,17
240352,7200016.0,4624174.0,,7118910.0,,141118222.22222224,930016888.888889,,821939111.1111113,,16
240497,,8695310.0,19105632.0,13418397.0,,,598515555.5555556,305805333.33333343,162980444.44444448,,16
240540,1759497.0,,,,,132022222.22222222,,,,,12
240640,,673375.0,,,,,355946222.22222227,,,,12
240709,3120513.0,3438409.0,5436505.0,,,46319111.11111111,260102666.66666666,344906666.66666675,,,11
240785,7621889.0,20544108.0,14323875.0,4587459.0,,67254666.66666667,382845777.77777785,636624000.0,705679111.111111,,16
240901,16010842.0,14019114.0,17877513.0,10276735.0,,93362222.22222222,809730666.6666667,485952444.44444454,899328000.0000002,,17
240920,,3458835.0,,4701988.0,,,396237333.33333343,,425300444.44444454,,11
240979,5985111.0,8496321.0,,8752655.0,,111218666.66666667,810054666.6666669,,752291111.1111113,,16
241053,,1398880.0,,2304277.0,,,439642666.6666668,,620901777.7777778,,16
241061,16100784.0,9565874.0,,9997673.0,,163887555.55555558,973209333.3333333,,827224444.4444444,,16
241101,12961828.0,23076683.0,20909969.0,32302585.0,,103414666.66666667,640456888.888889,568866666.6666666,583568000.0000001,,10
241207,3166713.0,4688696.0,,,,77334222.22222222,684920444.4444443,,,,15
241235,5222981.0,19367871.0,,4027103.0,,87875555.55555555,933489333.3333335,,437672888.88888896,,15
241292,,651542.0,,982941.0,,,493132444.4444445,,700876000.0000001,,16
241330,,3575094.0,,1790712.0,,,512416444.44444436,,412785333.3333333,,15
241364,,11922062.0,,11865305.0,,,725760444.4444447,,639250222.2222223,,15
241377,,3361411.0,,,,,594896000.0000002,,,,15
241475,11697146.0,17124819.0,17830484.0,,,141407111.1111111,872881333.3333334,1015275999.9999999,,,15
241539,,1284685.0,,,,,306627555.5555556,,,,11
241644,,8260689.0,6689281.0,9234128.0,,,358960000.0,168663555.55555555,513890666.6666667,,9
241677,4747218.0,3599461.0,,,,49918222.222222224,285919111.1111111,,,,8
241684,,,,7788058.0,,,,,880647111.111111,,18
241762,500714.0,1014677.0,1903329.0,971620.0,,16536000.0,471611111.11111116,770468000.0000001,653592000.0,,15
241800,3056461.0,,,,,110581333.33333334,,,,,15
241827,800099.0,,,1733962.0,,41278222.222222224,,,440350222.2222223,,13
241836,,8754535.0,,,,,458902666.6666668,,,,10
241952,9478416.0,,,,,80279111.11111112,,,,,13
242011,16181012.0,5779978.0,4619101.0,9326707.0,,78547555.55555555,463491111.11111116,388708888.8888889,733897777.7777779,,20
242049,2586419.0,2630060.0,2913156.0,1990822.0,,102400000.0,539447555.5555556,505873333.3333334,525437777.77777785,,15
242094,8162410.0,,,,,175728000.0,,,,,15
242234,,3897827.0,,,,,895440888.8888888,,,,15
242254,,34485.0,,4256576.0,,,419993777.77777773,,372824000.00000006,,15
242284,7409567.0,5966929.0,7216490.0,5212940.0,,103029333.33333334,651833777.7777779,673104888.8888891,481566666.6666668,,15
242371,1882318.0,2231647.0,148000.0,,,114670222.22222222,697339111.111111,796318666.6666667,,,15
242470,,2540330.0,,8511553.0,,,403568888.88888884,,689311555.5555556,,13
242550,5288308.0,2640300.0,,,,131750222.22222222,611436888.8888888,,,,14
242592,3234318.0,,,,,98029333.33333334,,,,,13
242601,8058962.0,6294083.0,,,,71146666.66666667,425369333.3333333,,,,14
242698,2280635.0,3035858.0,,,,106086222.22222222,586196000.0000001,,,,14
242722,8382091.0,,,,,119668444.44444445,,,,,14
242829,3157828.0,4506255.0,,5555837.0,,74087111.11111112,528382666.6666668,,1065426666.6666667,,15
242853,,3866264.0,4687987.0,9366806.0,,,600006666.6666666,492820444.44444436,809318666.6666669,,15
242929,6845307.0,9485559.0,8681994.0,5606994.0,,86846666.66666667,750150222.2222223,642329333.3333334,549060444.4444444,,14
242957,2278390.0,1899304.0,1859573.0,1239222.0,,133174222.22222222,700070666.6666667,695591555.5555556,598823111.1111112,,14
242959,,2223077.0,,,,,486392000.0000001,,,,12
242991,1007468.0,1439452.0,,1079834.0,,84355111.11111112,586280000.0,,883583111.1111112,,14
243063,,2167801.0,,1749943.0,,,589760000.0,,602642666.6666667,,14
243108,1387416.0,2684743.0,6363262.0,2228448.0,,50375555.55555556,633765333.3333334,670945333.3333334,346603555.55555564,,14
243167,,,,7573890.0,,,,,914856000.0000001,,14
243409,249597.0,1664579.0,,,,43931555.55555556,429170666.66666675,,,,14
243444,,2288996.0,,,,,338243111.11111116,,,,14
243487,,,,7697349.0,,,,,851082222.2222221,,24
243554,494070.0,,,,,10704000.0,,,,,3
243573,,3599584.0,,1142481.0,,,1026108000.0000004,,587543111.1111112,,14
243735,8570351.0,4714325.0,,1577507.0,,148936000.0,889979999.9999999,,713410666.6666667,,15
243750,,3452117.0,6541349.0,2445388.0,,,504371111.11111116,500997333.3333333,515680000.0,,14
243797,,2294032.0,2819731.0,3478224.0,,,437802666.6666666,637124444.4444445,846610666.6666669,,16
243894,,5512159.0,8652151.0,5186192.0,,,789472888.8888891,931985333.3333335,881605333.3333334,,13
243945,2471211.0,1407842.0,,10027448.0,,89813333.33333334,450098222.22222215,,551485777.7777779,,13
243953,952940.0,2152690.0,1469043.0,,,43571555.55555556,305695111.11111116,365985333.3333333,,,13
244060,10551051.0,5190910.0,,,,88903555.55555555,507960444.44444454,,,,10
244103,,,,1197526.0,,,,,676861777.7777777,,11
244133,5243587.0,4269861.0,9627650.0,7985094.0,,79336888.8888889,566657333.3333334,608048000.0000001,866572000.0000001,,14
244226,6175706.0,19014634.0,10795913.0,6588615.0,,115225777.77777778,702436444.4444445,737247111.111111,834860444.4444444,,13
244312,,677014.0,,247325.0,,,426488888.88888896,,454304000.0000001,,13
244424,6837829.0,5368002.0,6867925.0,7091534.0,,21400000.0,680437333.3333333,761152444.4444444,845657777.7777779,,16
244463,6541054.0,5629077.0,,,,80681777.77777778,929950222.2222223,,,,13
244471,2304870.0,702690.0,,,,72150222.22222222,362980444.4444444,,,,13
244489,29954265.0,9749019.0,11179278.0,12930901.0,,140143111.1111111,850759111.1111114,821605333.3333336,848422666.6666669,,13
244514,,1665115.0,,,,,606780000.0000001,,,,11
244557,2821962.0,3666454.0,,,,111642666.66666667,557566222.2222223,,,,13
244614,,886146.0,,2654748.0,,,436290666.66666675,,498451111.11111104,,13
244964,409787.0,192316.0,,1439224.0,,20512000.0,129208000.0,,399004000.00000006,,13
245004,,1046635.0,,,,,376332444.4444445,,,,11
245034,,1711936.0,,1758264.0,,,557276888.888889,,593380444.4444445,,12
245283,3599711.0,4323673.0,5059835.0,,,92333333.33333334,607797777.7777778,423428888.888889,,,13
245285,2086001.0,1950583.0,,1447298.0,,131995555.55555555,729807999.9999999,,776725333.3333335,,14
245286,8488526.0,3754561.0,10388200.0,9815517.0,,125964000.0,733706666.6666667,670732000.0,807250666.6666666,,13
245309,,2967023.0,,,,,228728000.00000003,,,,5
245409,6554544.0,7348239.0,,,,63270222.222222224,422730666.66666675,,,,13
245552,,,,3864168.0,,,,,559807111.1111112,,13
245605,1325958.0,500319.0,,,,58852888.888888896,435780444.44444454,,,,12
245643,1089218.0,2540077.0,2127526.0,1803731.0,,73318222.22222222,490169333.3333333,657868888.888889,529177333.3333334,,12
245726,,,,12418338.0,,,,,644234222.2222221,,12
245737,,3080295.0,,,,,634872444.4444444,,,,11
245809,,,,1857528.0,,,,,749047555.5555557,,12
245823,2485344.0,4842897.0,,4966900.0,,80391111.11111112,537884000.0,,621337333.3333334,,11
245828,5897682.0,4462192.0,,2151566.0,,104325333.33333334,441144444.4444445,,458722666.6666667,,12
245892,,,,1878044.0,,,,,410190666.6666666,,12
245904,2929000.0,1931863.0,3038709.0,2774917.0,,55590222.222222224,379254222.2222222,448235555.5555555,461325777.77777785,,12
245907,1466744.0,3606483.0,2300372.0,,,12405777.777777778,190993333.33333337,123044888.88888888,,,6
245921,2444798.0,1252976.0,,,,84456888.8888889,482450222.22222227,,,,12
245977,4788130.0,2604303.0,,,,107972888.8888889,565345333.3333334,,,,12
246018,2263425.0,,,3139382.0,,71498666.66666667,,,425306666.6666667,,8
246033,,9200408.0,,,,,460602666.66666675,,,,10
246062,2988868.0,1967127.0,,,,60107555.55555556,309888888.8888889,,,,7
246138,986799.0,2330050.0,2093210.0,,,24853777.77777778,364166666.66666675,487923555.5555556,,,12
246141,755259.0,1139951.0,1410745.0,1802115.0,,27879111.111111112,174940000.0,484539555.5555556,382860000.00000006,,12
246147,7670263.0,7330853.0,8356145.0,,,20069333.333333336,359032000.00000006,473896000.0000001,,,12
246322,6370827.0,4935092.0,,,,134197777.77777779,735574666.6666667,,,,12
246381,1401955.0,2734617.0,2093023.0,2059497.0,,66457777.77777778,407493333.3333334,480913333.3333334,547860888.8888888,,13
246402,2587268.0,965175.0,,,,69487111.11111112,462830222.2222223,,,,11
246414,2792723.0,2948908.0,2353920.0,,,24732888.888888888,275322666.6666666,374349333.33333325,,,10
246431,,,,2057841.0,,,,,444174666.6666667,,12
246443,,380601.0,,1049242.0,,,459572000.0,,474717333.3333333,,12
246496,,1216942.0,,,,,329341333.3333334,,,,8
246526,,1747843.0,2788033.0,2362540.0,,,666171555.5555556,447620000.0,449981333.3333334,,12
246543,984746.0,,,,,113531555.55555557,,,,,12
246568,1820627.0,1564195.0,,1920714.0,,65377777.77777778,326673333.3333334,,382890666.66666675,,11
246630,,844012.0,,4033281.0,,,450581777.77777773,,217413333.3333333,,12
246712,,,,4367817.0,,,,,182478222.22222224,,5
246724,,2458679.0,,5205588.0,,,401456444.4444445,,518871111.1111111,,12
246826,,,,,2322838.0,,,,,459464000.0000001,10
246827,842976.0,,,,,55259555.55555556,,,,,10
246896,,980597.0,,1320029.0,,,343083555.5555555,,482473333.33333325,,12
246967,1226635.0,1160434.0,,1689790.0,,51173777.777777776,339775111.11111116,,359288000.00000006,,12
246979,9165500.0,,,,,27581333.333333336,,,,,8
247011,,,,1500397.0,,,,,583065333.3333333,,12
247012,,,,805053.0,,,,,243587111.1111111,,11
247060,,,,2386759.0,,,,,314713777.7777778,,14
247077,6099063.0,4367945.0,,3601885.0,,109381333.33333334,649787111.1111112,,658658666.6666666,,11
247210,354425.0,319636.0,1996782.0,1347408.0,,59426666.66666667,341373333.3333334,360400444.4444444,366426666.6666667,,13
247382,2647904.0,39951.0,,,,81610666.66666667,412226666.6666666,,,,12
247446,,,,19591195.0,,,,,961383555.5555556,,13
247504,7112756.0,,,,,96220000.0,,,,,12
247515,,2853675.0,,,,,232235111.11111113,,,,10
247526,2213249.0,665035.0,,,,61348000.0,352118222.2222222,,,,12
247530,,,,12042089.0,,,,,652622666.6666665,,12
247537,1692709.0,1036697.0,1778860.0,1861656.0,,78730666.66666667,331418222.22222227,436169333.3333334,504360888.8888889,,12
247750,472274.0,628511.0,921132.0,1821771.0,,68416000.0,424769333.3333334,493231111.1111112,881656000.0000001,,13
247827,,1296346.0,,1294843.0,,,796595111.1111113,,619499555.5555557,,11
247838,,458705.0,567676.0,240704.0,,,364112000.0,254604000.0,191289333.33333337,,11
247964,2561742.0,3552540.0,,,,80051555.55555555,538698666.6666666,,,,8
247984,,4356940.0,,,,,469508888.8888889,,,,10
248079,746506.0,949131.0,,,,66563555.55555556,494900000.0000002,,,,9
248091,,1677442.0,,3263820.0,,,231925333.3333333,,654871555.5555557,,10
248177,373450.0,1542393.0,2015861.0,868826.0,,97710666.66666667,494146666.6666666,469733333.3333333,420156000.0000001,,11
248429,,828860.0,,,,,289746222.22222227,,,,9
248636,5892938.0,,,,,18592000.0,,,,,3
248638,1287054.0,,914310.0,,,39616888.88888889,,236790666.6666667,,,11
248804,,,,2487139.0,,,,,785276000.0000001,,10
248815,3014400.0,294555.0,,,,29766666.666666668,474362666.6666667,,,,11
248865,,,,2838462.0,,,,,328401333.33333343,,9
248936,6442194.0,4671442.0,11778206.0,7532984.0,,34682666.66666667,369488000.0,489367999.99999994,564008000.0,,11
248948,386666.0,690426.0,690030.0,711873.0,,43399111.11111111,314144888.8888889,465982666.6666668,429173333.3333334,,11
248961,,1778540.0,,,,,441048444.4444445,,,,10
248973,3940363.0,5897063.0,4397736.0,5251764.0,,66722666.66666667,431693777.7777778,434912444.4444444,404334666.6666666,,11
249013,,1156864.0,395134.0,,,,493771111.11111116,379517777.77777773,,,11
249056,,2923141.0,,,,,258630666.66666666,,,,9
249206,,1563361.0,,,,,216841777.7777778,,,,11
249266,2816533.0,481485.0,,15214066.0,,38400000.0,231136000.00000003,,575216444.4444445,,10
249297,,,,1232290.0,,,,,523761333.3333334,,8
249362,,841344.0,,611404.0,,,170172444.44444445,,263385777.77777782,,12
249363,5815999.0,4848210.0,4829188.0,3370612.0,,69567111.11111112,357792888.8888889,421820000.0000001,339937333.33333343,,11
249371,2969121.0,3112134.0,3649853.0,4562477.0,,62706666.66666667,360053333.3333333,432432000.00000006,528523111.11111116,,12
249375,6070904.0,4953101.0,4293347.0,5276436.0,,95894222.22222222,570109333.3333334,529656000.00000006,650797333.3333334,,11
249396,,1707427.0,,3011474.0,,,549918222.2222222,,464951999.99999994,,11
249445,,4533933.0,,,,,302826666.6666667,,,,11
249459,,1569536.0,2622034.0,,,,394874666.6666667,281750666.6666667,,,11
249530,806550.0,1021183.0,1055740.0,,,46543111.11111111,320703111.11111116,449629777.7777778,,,11
249578,7559496.0,23418345.0,,26081657.0,,49759111.11111111,414052444.4444445,,575381777.7777778,,12
249609,,,,409095.0,,,,,77561777.77777779,,6
249702,8712158.0,20892030.0,19465083.0,24766852.0,,46095111.11111111,371123111.1111112,486126666.6666666,611083555.5555556,,13
249708,,8643294.0,3738217.0,,,,690512888.8888888,645992888.888889,,,11
249768,1708009.0,3118286.0,,1346904.0,,35623111.11111111,405223111.1111112,,308275555.5555556,,11
249789,11651094.0,2938632.0,,,,78778666.66666667,416474666.66666675,,,,11
249934,11753431.0,10275175.0,6756614.0,7564229.0,,70703111.11111112,378619555.5555556,382052444.4444444,550806222.2222223,,11
249986,1497568.0,3101534.0,362685.0,,,61078222.222222224,234831555.55555552,194034666.66666672,,,11
250016,,316389.0,2580539.0,1861084.0,,,161400000.0,308468444.4444444,422638222.2222223,,15
250052,,,,1587952.0,,,,,735900444.4444445,,11
250211,1106597.0,,,,,54427555.55555556,,,,,7
250271,,,,5191905.0,,,,,471692444.44444454,,8
250300,5957775.0,7444345.0,13113319.0,10305905.0,,51760000.0,343746666.66666675,362561333.3333333,256478666.66666666,,10
250405,1950708.0,,,,,59487111.11111111,,,,,9
250452,,2424259.0,,,,,321199555.5555555,,,,7
250472,4270278.0,5088195.0,4413981.0,3226813.0,12724602.0,92931555.55555555,572283555.5555557,386766666.6666667,367121777.77777785,670852888.8888888,13
250522,520717.0,315077.0,,2566740.0,,95070222.22222222,532682666.6666666,,628154666.6666667,,10
250620,1827121.0,3340955.0,4133042.0,2718462.0,,67711111.11111112,422183111.1111112,396601333.3333334,481548888.88888896,,10
250623,607807.0,,,,,44783111.11111111,,,,,8
250701,,,,3194346.0,,,,,502365333.3333333,,10
250734,,,,3671722.0,,,,,655216000.0000001,,10
250783,713160.0,,,,,28567111.111111112,,,,,3
250858,,2607981.0,1945771.0,3076429.0,,,194375111.11111113,237120888.88888896,149832000.0,,10
250865,9741702.0,13211643.0,,,,74231111.11111112,467227555.5555556,,,,8
250882,2385531.0,8445879.0,,,,56411555.55555556,386754666.66666675,,,,10
250887,5990449.0,6091325.0,,15772061.0,,69750222.22222222,450197333.3333334,,670891555.5555556,,12
250889,,246149.0,515047.0,180557.0,,,354755555.5555555,243920000.00000003,207127555.5555556,,10
251069,1771581.0,2075383.0,,,,117968000.0,38668000.0,,,,13
251111,715575.0,1656610.0,,2700727.0,,58498666.66666667,451607111.11111116,,531200000.00000006,,10
251124,,3064176.0,,,,,41187555.55555556,,,,3
251218,,1438454.0,,,,,377909333.3333334,,,,10
251327,,,,2755078.0,,,,,494637333.33333343,,7
251353,341264.0,,,1434225.0,,58782222.222222224,,,434826222.2222223,,7
251400,1513198.0,2518672.0,,3442125.0,,72651555.55555555,469248000.0000001,,584495999.9999999,,10
251429,,,,972817.0,,,,,401232888.88888896,,11
251486,,,,6697245.0,,,,,200277333.3333333,,4
251519,1874196.0,1730354.0,,895043.0,,49072000.0,302810666.66666675,,365263555.5555556,,9
251534,,1472415.0,,,,,250948000.00000003,,,,7
251604,,1904583.0,,,,,358640888.8888889,,,,9
251674,,1665965.0,,,,,110585333.33333333,,,,10
251713,4636830.0,,,,,41731555.55555556,,,,,9
251842,947528.0,3409000.0,1260589.0,1839011.0,,23819555.555555556,488484000.0000001,437300888.8888889,540372000.0,,12
252112,,1265324.0,,2614503.0,,,294761333.3333334,,256482666.66666666,,9
252148,1879805.0,2504950.0,3702557.0,1914837.0,,54481333.333333336,318824000.0,305040444.4444445,345826222.2222222,,10
252209,1278102.0,5222950.0,,306190.0,,38912888.88888889,373884444.4444443,,223456000.00000006,,10
252314,,1177500.0,,1205444.0,,,276301333.3333334,,315122666.6666667,,9
252326,,540760.0,,,,,227634666.66666675,,,,6
252363,,,,496519.0,,,,,443964444.4444445,,9
252397,6734817.0,10691201.0,8871764.0,8539887.0,,18288000.0,122453333.33333331,293296000.0,325158666.6666667,,9
252474,2635549.0,4014883.0,4564081.0,3792212.0,,48542222.222222224,324529777.7777778,351205777.77777785,456186666.66666675,,10
252536,2879677.0,3551759.0,,,,58521777.77777778,427554666.6666667,,,,9
252545,1825568.0,6680777.0,,,,67875555.55555555,454020444.4444445,,,,10
252595,,,,35274491.0,,,,,557520444.4444444,,10
252611,,311263.0,,,,,438122666.6666668,,,,10
252657,,4227480.0,,,,,262728000.0,,,,10
253137,3837056.0,4521118.0,5935207.0,,,34518222.222222224,289616000.0,360230222.2222222,,,9
253465,7469086.0,6004457.0,9069633.0,8706388.0,,63726222.222222224,439882666.6666667,517443999.99999994,532582666.6666666,,9
253564,1688432.0,2099108.0,,,,37547555.55555556,255445333.3333334,,,,6
253570,,1176503.0,,,,,343189333.3333334,,,,6
253664,,1144473.0,1351371.0,,,,328640888.88888896,334327555.5555556,,,9
253665,5946862.0,8027908.0,,,,78030222.22222222,458166666.66666657,,,,9
253684,1288954.0,1548583.0,,991242.0,,75226666.66666667,458085333.3333334,,490106666.6666667,,9
253823,664833.0,787397.0,,1000638.0,,70456000.0,427370666.6666667,,367594666.66666675,,9
253897,,10277389.0,,7565140.0,,,174684444.44444445,,332775111.1111111,,10
253912,8152193.0,7028242.0,6010246.0,,,39729333.333333336,379460444.4444444,329319111.1111111,,,9
253943,,1209392.0,,,,,370589333.33333343,,,,8
254009,,1777182.0,,,,,343898666.66666675,,,,9
254096,2918001.0,1969153.0,,,,97431111.11111112,639458666.6666666,,,,9
254150,,684942.0,,3648876.0,,,147112000.0,,584730666.6666667,,8
254211,3879663.0,2814685.0,,5818135.0,,71436444.44444445,473340000.00000006,,486417777.7777778,,9
254399,,1185186.0,1003276.0,,,,278338222.22222227,287480444.4444445,,,9
254410,,,,4155335.0,,,,,486064000.00000006,,9
254425,,608143.0,1408970.0,1008434.0,,,262780444.44444445,288633333.3333333,295498666.6666666,,9
254479,,,,,2269625.0,,,,,332568888.8888889,7
254487,,,,11740160.0,,,,,405908888.88888896,,6
254574,10071839.0,12341704.0,14544664.0,15726038.0,,81735111.11111112,552157333.3333335,626376000.0000001,643040000.0,,9
254645,972000.0,,,873043.0,,62595555.55555555,,,624740000.0000001,,10
254707,2020413.0,2612870.0,,3407640.0,,47731555.55555556,294215111.11111116,,587235111.1111113,,9
254718,550175.0,1538464.0,4130026.0,3256259.0,,62531111.11111111,478258222.2222222,494298666.6666666,460196444.4444445,,9
254775,,1065599.0,,724282.0,,,233045333.3333333,,282200000.0,,9
254818,2197367.0,2532017.0,,,,93305777.77777778,590871111.1111112,,,,8
254865,190245.0,150828.0,584937.0,331735.0,,38400000.0,228781333.3333333,236269333.3333333,272057333.3333334,,9
254916,584995.0,,,,,27279111.111111112,,,,,5
254921,,4834866.0,,1408283.0,,,448828000.0000001,,242739999.99999997,,9
255015,,,,,3253840.0,,,,,205161777.77777776,6
255027,,,,18752989.0,,,,,728436888.888889,,15
255029,2846590.0,2991626.0,,,,56139555.55555556,310949333.33333343,,,,6
255087,,4298290.0,5444175.0,,,,400783111.11111116,383061333.3333334,,,8
255236,,,702693.0,590874.0,,,,372951999.99999994,394086666.66666675,,9
255364,6709811.0,11147668.0,,,,110827555.55555555,617041333.3333334,,,,9
255475,,2034196.0,,907900.0,,,290985333.3333334,,194092444.44444448,,7
255639,,1235914.0,2655637.0,,,,27239111.111111112,129053777.77777778,,,9
255759,,1702480.0,,1754930.0,,,423288000.00000006,,390815999.99999994,,9
255773,1668182.0,,,,,74558222.22222222,,,,,9
255943,1020918.0,750110.0,767079.0,806330.0,,38075555.55555556,237516444.4444445,208025333.3333333,138793777.77777776,,9
256245,3940555.0,3097660.0,2166134.0,1818809.0,,99751111.11111112,637156000.0000001,505230666.6666667,505562222.22222227,,9
256315,,803809.0,,1886953.0,,,193931555.55555555,,408944000.0,,8
256328,,,,1974152.0,,,,,563437333.3333334,,8
256445,,315268.0,,,126478.0,,209304000.00000003,,,127798666.66666667,9
256469,830332.0,,,2289238.0,,53968000.0,,,439830666.6666667,,9
256930,,978300.0,,1379697.0,,,389433333.3333334,,323905333.3333334,,7
257042,,718358.0,,,,,240453333.33333334,,,,8
257054,464478.0,,,,,40803555.55555556,,,,,9
257148,4313652.0,3073086.0,,3491076.0,,67927555.55555555,586056444.4444444,,319726666.6666667,,9
257198,,,,1586941.0,,,,,226843555.55555555,,8
257336,,670895.0,,2081861.0,,,104496000.0,,326893333.3333334,,9
257366,,,,3400195.0,,,,,353855111.1111111,,10
257548,1938594.0,,,,,33520000.0,,,,,6
257618,2343797.0,4054230.0,2939422.0,10898593.0,,48311111.11111111,269547111.1111111,338015111.1111111,411529333.3333333,,9
257800,,,,497968.0,,,,,215367111.1111111,,8
257801,,,,650136.0,,,,,189293333.33333334,,7
257880,5553391.0,4638334.0,8355716.0,6426460.0,,60398222.222222224,400808000.0,518324444.4444445,400299555.5555556,,8
257957,5773826.0,1359109.0,,,,78186666.66666667,331596000.0,,,,8
257972,,,,3316312.0,,,,,108657333.33333333,,3
258200,,2543239.0,,,,,491152444.4444444,,,,8
258425,,,,12413353.0,,,,,414440000.00000006,,8
258428,,2199943.0,4300473.0,2300737.0,,,227985333.3333334,187456000.00000003,299229333.3333334,,8
258447,,7189000.0,,,,,205703999.99999997,,,,7
258478,,,,1735379.0,,,,,191069333.33333337,,5
258505,1360870.0,1817077.0,1727552.0,1584494.0,,32198222.222222224,219521777.77777776,252988444.44444442,402666666.66666675,,10
258561,,370766.0,,,,,278747555.5555556,,,,8
258616,218371.0,596765.0,,,,29394666.666666668,271228000.00000006,,,,7
258738,,1574390.0,,,,,131201333.33333331,,,,4
258745,,,,,775720.0,,,,,242409333.3333333,6
258955,,1279611.0,,,,,190572888.8888889,,,,8
258975,2321534.0,4695657.0,,32484323.0,,18619555.555555556,154562666.6666667,,353629777.7777778,,7
259046,4876925.0,5981779.0,,,,119754222.22222222,734523111.1111112,,,,8
259103,,211914.0,,,,,78234666.66666666,,,,3
259149,2679415.0,3022043.0,849543.0,3494693.0,,53550222.222222224,250246222.2222222,487794222.2222222,454538666.6666666,,8
259191,1046253.0,560683.0,531439.0,552904.0,,31219555.555555556,180581333.33333334,194709333.33333328,204338666.6666667,,8
259224,2093658.0,,,,,38867555.55555556,,,,,4
259409,286665.0,283210.0,494640.0,459603.0,,26131555.555555556,211451555.55555558,203827555.55555558,225800000.00000003,,8
259491,,617943.0,,,,,191734222.22222224,,,,8
259646,,339629.0,,,,,167373333.33333328,,,,6
259682,742813.0,1006301.0,,881588.0,,20973333.333333336,136009333.33333337,,221520000.0,,9
259786,,995733.0,,,,,126264000.0,,,,7
259801,,87884.0,152320.0,,,,136162666.66666666,183232000.0,,,8
259838,,,3329113.0,,,,,343225333.3333334,,,8
259887,908412.0,846379.0,,507243.0,,35667555.55555556,162964000.0,,145261333.3333333,,8
260200,,,,4340065.0,,,,,493180444.4444446,,8
260243,1201665.0,986899.0,,1451442.0,,55746222.222222224,319549333.3333333,,310951111.1111111,,8
260253,1300196.0,1092028.0,1543632.0,1156742.0,,55194666.66666667,372873333.3333333,353194666.66666675,309738666.6666667,,8
260478,,,,1219612.0,,,,,282918666.6666667,,11
260677,,3377331.0,,,,,121704888.88888888,,,,3
260712,5771271.0,9382934.0,5458134.0,4568367.0,,31003555.555555556,229665333.3333334,218164000.00000003,215875111.1111111,,8
260726,,1308331.0,,1560688.0,,,328597333.3333333,,362835555.5555555,,8
260840,665611.0,,,,,50576000.0,,,,,6
